timestamp,lat,lon,alt,dist_m,los,rssi_dbm,pdr_success
2026-02-14 14:09:54.058083,-25.4372099,-49.2659899,934.22802734375,0.7721177070849681,True,-11.5,True
2026-02-14 14:09:54.061815,-25.4372099,-49.265989999999995,934.2430419921875,0.7570390908387302,True,-11.5,True
2026-02-14 14:09:54.364444,-25.43721,-49.265989999999995,934.2490234375,0.7509765629411319,True,-11.5,True
2026-02-14 14:09:54.866203,-25.437210099999998,-49.265989999999995,934.2430419921875,0.7570390901930141,True,-11.5,True
2026-02-14 14:09:55.367930,-25.437210099999998,-49.265990099999996,934.237060546875,0.7630862211931536,True,-11.5,True
2026-02-14 14:09:55.869725,-25.437210099999998,-49.265989999999995,934.22802734375,0.7720521614024861,True,-11.5,True
2026-02-14 14:09:56.372291,-25.43721,-49.265989999999995,934.2190551757812,0.780944824972254,True,-11.5,True
2026-02-14 14:09:56.874601,-25.43721,-49.2659899,934.2200317382812,0.7800331419311523,True,-11.5,True
2026-02-14 14:09:57.376237,-25.43721,-49.265989999999995,934.2220458984375,0.7779541022900676,True,-11.5,True
2026-02-14 14:09:57.878278,-25.43721,-49.265989999999995,934.2230224609375,0.7769775393990279,True,-11.5,True
2026-02-14 14:09:58.380614,-25.437210099999998,-49.265990099999996,934.217041015625,0.7831020003658283,True,-11.5,True
2026-02-14 14:09:58.882408,-25.437210099999998,-49.2659899,934.217041015625,0.7831020002486734,True,-11.5,True
2026-02-14 14:09:59.383904,-25.43721,-49.2659897,934.217041015625,0.7835404827936372,True,-11.5,True
2026-02-14 14:09:59.886046,-25.43721,-49.2659897,934.218017578125,0.7825646464702667,True,-11.5,True
2026-02-14 14:10:00.388324,-25.43721,-49.2659898,934.2220458984375,0.7782142615821567,True,-11.5,True
2026-02-14 14:10:00.890501,-25.437210099999998,-49.2659898,934.2240600585938,0.7762798483235037,True,-11.5,True
2026-02-14 14:10:01.392839,-25.4372102,-49.2659899,934.2210693359375,0.7793107346268647,True,-11.5,True
2026-02-14 14:10:01.894382,-25.4372102,-49.2659899,934.2220458984375,0.7783346495185802,True,-11.5,True
2026-02-14 14:10:02.396441,-25.437210099999998,-49.265989999999995,934.22802734375,0.7720521614024861,True,-11.5,True
2026-02-14 14:10:02.898379,-25.43721,-49.265990099999996,934.2290649414062,0.771000698865665,True,-11.5,True
2026-02-14 14:10:03.400315,-25.437210099999998,-49.265989999999995,934.2320556640625,0.7680242579141184,True,-11.5,True
2026-02-14 14:10:03.902294,-25.437210099999998,-49.265989999999995,934.2400512695312,0.760029493820709,True,-11.5,True
2026-02-14 14:10:04.404335,-25.43721,-49.265989999999995,934.2430419921875,0.7569580085055165,True,-11.5,True
2026-02-14 14:10:04.906711,-25.43721,-49.265989999999995,934.248046875,0.7519531251204813,True,-11.5,True
2026-02-14 14:10:05.408527,-25.4372099,-49.265989999999995,934.2520141601562,0.7480678949094648,True,-11.5,True
2026-02-14 14:10:05.910564,-25.437209799999998,-49.2659899,934.2560424804688,0.7443554480444228,True,-11.5,True
2026-02-14 14:10:06.411772,-25.437209799999998,-49.265989999999995,934.2500610351562,0.7502662722055355,True,-11.5,True
2026-02-14 14:10:06.913689,-25.437209799999998,-49.265990099999996,934.2440185546875,0.7563730480482469,True,-11.5,True
2026-02-14 14:10:07.415460,-25.4372097,-49.265990099999996,934.2510375976562,0.7497671018014592,True,-11.5,True
2026-02-14 14:10:07.917698,-25.437209799999998,-49.265990099999996,934.2540283203125,0.7463685343686886,True,-11.5,True
2026-02-14 14:10:08.420155,-25.4372099,-49.265989999999995,934.2510375976562,0.7490443505457491,True,-11.5,True
2026-02-14 14:10:08.921364,-25.4372099,-49.2659899,934.2460327148438,0.7541157998539482,True,-11.5,True
2026-02-14 14:10:09.423256,-25.437209799999998,-49.2659898,934.2390747070312,0.7615137443664923,True,-11.5,True
2026-02-14 14:10:09.924731,-25.437209799999998,-49.2659898,934.2440185546875,0.7565737420764056,True,-11.5,True
2026-02-14 14:10:10.427269,-25.4372099,-49.2659898,934.2540283203125,0.7463252366397263,True,-11.5,True
2026-02-14 14:10:10.928991,-25.437209799999998,-49.2659898,934.2570190429688,0.7435836093234495,True,-11.5,True
2026-02-14 14:10:11.431219,-25.437209799999998,-49.2659899,934.2540283203125,0.7463685342534611,True,-11.5,True
2026-02-14 14:10:11.933007,-25.4372097,-49.2659899,934.2560424804688,0.7447676259665519,True,-11.5,True
2026-02-14 14:10:12.435399,-25.4372097,-49.2659899,934.2610473632812,0.7397682245276497,True,-11.5,True
2026-02-14 14:10:12.936948,-25.4372097,-49.2659899,934.2600708007812,0.740743711278511,True,-11.5,True
2026-02-14 14:10:13.439174,-25.437209799999998,-49.265989999999995,934.2620239257812,0.738308686066531,True,-11.5,True
2026-02-14 14:10:13.940906,-25.4372099,-49.265989999999995,934.2630615234375,0.7370217614336712,True,-11.5,True
2026-02-14 14:10:14.442747,-25.4372099,-49.2659899,934.2640380859375,0.7361140620282568,True,-11.5,True
2026-02-14 14:10:14.945236,-25.43721,-49.265989999999995,934.2610473632812,0.7389526366543231,True,-11.5,True
2026-02-14 14:10:15.446613,-25.43721,-49.265989999999995,934.2520141601562,0.7479858402589454,True,-11.5,True
2026-02-14 14:10:15.948634,-25.43721,-49.265989999999995,934.2460327148438,0.7539672858233301,True,-11.5,True
2026-02-14 14:10:16.450498,-25.43721,-49.265990099999996,934.2450561523438,0.7550108784610291,True,-11.5,True
2026-02-14 14:10:16.952423,-25.43721,-49.265990099999996,934.2450561523438,0.7550108784610291,True,-11.5,True
